,loss
0,0.46493686427439707
1,0.2550646393760435
2,0.17279683401399076
3,0.13175037676400975
4,0.10905287503751356
5,0.09572893533625328
6,0.087607479449719
7,0.08237622663982387
8,0.07891389952380774
9,0.07663249971071032
10,0.07508209023648488
11,0.07397495547750357
12,0.07324189769783254
13,0.072740998786332
14,0.0723568222749589
15,0.07201989232572412
16,0.07180695904534
17,0.07161927071493318
18,0.0714889237367268
19,0.07134918170347651
20,0.07129206825325739
21,0.07110717460544887
22,0.07106528166673586
23,0.07102166088436966
24,0.07095030041486979
25,0.07088399491012731
26,0.07085073228552143
27,0.07081384641497629
28,0.07083153279859629
29,0.0707168000053241
30,0.07071248127389819
31,0.07072817567569106
32,0.0707323623221439
33,0.07062701899995173
34,0.07056042029341655
35,0.07055587686105833
36,0.07049799516701749
37,0.07051907411452804
38,0.07051188608349514
39,0.07049326425485773
40,0.07042298808312619
41,0.07046323121070608
42,0.07047147831238156
43,0.07043658103992435
44,0.07043683312849196
45,0.07033665345580593
46,0.07032495174707888
47,0.07035197661534301
48,0.07029091552503582
49,0.07034980215783566
50,0.0703118090817669
51,0.07035447382278788
52,0.07020341665315222
53,0.0703315360030767
54,0.07027633330905869
55,0.07029972806858864
56,0.07021781703683613
57,0.0702227197412743
58,0.07021452667616578
59,0.0701981181544917
60,0.07022989480130708
61,0.07025080248872355
62,0.07022439025993794
63,0.07025243923353997
64,0.07016209163454803
65,0.0701749670638967
66,0.07022304132358352
67,0.07019332728819298
68,0.0701416236425895
69,0.07022147765482413
70,0.07012911207640349
71,0.07015239726950619
72,0.07013913918373936
73,0.07019257044264757
74,0.07014248370012241
75,0.07012667232103693
76,0.07009577140339147
77,0.07012885726336986
78,0.07010032394642769
79,0.07007810941287704
80,0.07009588880960875
81,0.07010245675852558
82,0.07006433508448255
83,0.07015423820630065
84,0.0701201304968105
85,0.07003458605995819
86,0.07006176303762363
87,0.07011528863613285
88,0.07011281918964661
89,0.0700324997623592
90,0.07010050414245265
91,0.0700457819235096
92,0.07003343478639497
93,0.07004141842505571
94,0.0700248814245531
95,0.06998431768371606
96,0.07001521091248944
97,0.07002888082949592
98,0.07003292299187514
99,0.06999282152858624
