,loss
0,0.5763337488674447
1,0.5621653067333924
2,0.558781168802315
3,0.5571635028590327
4,0.5563014196160504
5,0.5557341672422941
6,0.5552653758727071
7,0.5550233402368053
8,0.5547180556885117
9,0.5546906081306965
10,0.5545437630180203
11,0.5544211814165725
12,0.5543129067591694
13,0.5543607281297064
14,0.5541438178333176
15,0.5541582382700937
16,0.5540704514516894
17,0.5540951523939361
18,0.553914541478657
19,0.5540031034623265
20,0.5539018449271121
21,0.5537217741122331
22,0.5537430814007664
23,0.5537394763106276
24,0.5537381858929343
25,0.5537409418074372
26,0.5536639870280196
27,0.5536948674170258
28,0.5535782016146823
29,0.5536508226333676
30,0.5535987344239374
31,0.5535419914118774
32,0.5536573374515299
33,0.5535138636598806
34,0.5534921455413789
35,0.5534910692278382
36,0.5534293878718716
37,0.5534338855834873
38,0.5534087896651929
39,0.5533375988530991
40,0.5533590507324394
41,0.5532797469050074
42,0.5533584217586176
43,0.5533783649239699
44,0.5533226213186903
45,0.5533288463454722
46,0.5532450969414333
47,0.5533465831480977
48,0.5532536120975718
49,0.5532046277504747
50,0.553183448741503
51,0.553173832652514
52,0.553187956819144
53,0.553192144388433
54,0.5531591648031073
55,0.5531209403901454
56,0.5531663882457997
57,0.5532014158070849
58,0.5531222916320157
59,0.5531365794446462
60,0.5531842862553609
61,0.5532056126753082
62,0.5530853174683993
63,0.5530705999230485
64,0.5530746999146688
65,0.5530472005267277
66,0.5531157381699213
67,0.5530664077042924
68,0.5531454901865986
69,0.5530609887884096
70,0.5530502248907943
71,0.5530205143382178
72,0.5530732642201817
73,0.5530789074538004
74,0.5530334113503966
75,0.553084939565805
76,0.5530781440265343
77,0.552990150344951
78,0.5529922467211018
79,0.5530775573552417
80,0.5530731966885765
81,0.5530559956417669
82,0.5530675909555781
83,0.5529250180172494
84,0.5529577325067252
85,0.5529552289592031
86,0.5530231246710433
87,0.5530588532347813
88,0.5530200734010438
89,0.5530335418403606
90,0.552971740055572
91,0.5529223898487627
92,0.5529897494999039
93,0.553048132020799
94,0.5529481358540332
95,0.5529976010017688
96,0.5529851175635062
97,0.552956018682636
98,0.5528568298463017
99,0.5529795970453326
